sep=;
"pers_id";"id_ch_parliament";"wikidata_id";"last_name";"first_name"
"CH_Keller_Robert_1938";480;"";"Keller";"Robert"
"CH_Keller_Rudolf_1956";124;"";"Keller";"Rudolf"
"CH_Kern_Armin_1933";125;"";"Kern";"Armin"
"CH_Kessler_Alois_1925";2492;"";"Kessler";"Alois"
"CH_Kessler_Margrit_1948";4081;"";"Kessler";"Margrit"
"CH_Ketterer_Karl_1911";2493;"";"Ketterer";"Karl"
"CH_Kiener_Margret_1953";1147;"";"Kiener-Nellen";"Margret"
"CH_Killer_Hans_1948";3892;"";"Killer";"Hans"
"CH_Killer_Karl_1878";2495;"";"Killer";"Karl"
"CH_Kistler_Max_1914";2497;"";"Kistler";"Max"
"CH_Kleiner_Marianne_1947";1114;"";"Kleiner-Schlaepfer";"Marianne"
"CH_Klingler_Walter_1898";2501;"";"Klingler";"Walter"
"CH_Kloeti_Emil_1877";2502;"";"Kloeti";"Emil"
"CH_Kloter_Theodor_1916";673;"";"Kloter";"Theodor"
"CH_Knecht_Hansjoerg_1960";4114;"";"Knecht";"Hansjoerg"
"CH_Knobel_Kaspar_1882";2505;"";"Knobel";"Kaspar"
"CH_Koch_Ursula_1941";481;"";"Koch";"Ursula"
"CH_Koenig_Bernhard_1914";1214;"";"Koenig";"Bernhard"
"CH_Koenig_Walter_1908apr";2524;"";"Koenig";"Walter"
"CH_Koenig_Walter_1908jan";2525;"";"Koenig";"Walter"
"CH_Koeppel_Roger_1965";4166;"";"Koeppel";"Roger"
"CH_Kofmel_Peter_1956";335;"";"Kofmel";"Peter"
"CH_Kohler_Pierre_1964";1154;"";"Kohler";"Pierre"
"CH_Kohler_Raoul_1921";746;"";"Kohler";"Raoul"
"CH_Kohler_Simon_1916";2515;"";"Kohler";"Simon"
"CH_Kohler_Walter_1887";2516;"";"Kohler";"Walter"
"CH_Koller_Arnold_1933";426;"";"Koller";"Arnold"
"CH_Kolly_Gabriel_1905";2520;"";"Kolly";"Gabriel"
"CH_Kopp_Elisabeth_1936";645;"";"Kopp";"Elisabeth"
"CH_Korner_Hans_1912";2529;"";"Korner";"Hans"
"CH_Krummenacher_Albert_1919";2534;"";"Krummenacher";"Albert"
"CH_Kuehne_Josef_1938";127;"";"Kuehne";"Josef"
"CH_Kuenzi_Hans_1924";582;"";"Kuenzi";"Hans-Paul"
"CH_Kuhn_Katrin_1953";432;"";"Kuhn";"Katrin"
"CH_Kuhn_Niklaus_1934";1215;"";"Kuhn";"Niklaus"
"CH_Kuntschen_Joseph_1883";2540;"";"Kuntschen";"Joseph"
"CH_Kunz_Alois_1897";2541;"";"Kunz";"Alois"
"CH_Kunz_Josef_1945";336;"";"Kunz";"Josef"
"CH_Kunz_Paul_1886";2543;"";"Kunz";"Paul"
"CH_Kunz_Urs_1920";674;"";"Kunz";"Urs"
"CH_Kurmann_Franz_1917";2547;"";"Kurmann";"Franz-Josef"
"CH_Kurrus_Paul_1947";482;"";"Kurrus";"Paul"
"CH_Kurz_Hermann_1897";2550;"";"Kurz";"Hermann"
"CH_Kurzmeyer_Werner_1903";2551;"";"Kurzmeyer";"Werner"
"CH_Kutter_Philipp_1975";;"";"Kutter";"Philipp"
"CH_Lachat_Francois_1942";337;"";"Lachat";"Francois"
"CH_Lachenal_Adrien_1885";2553;"";"Lachenal";"Adrien"
"CH_Lachenmeier_Anita_1959";3893;"";"Lachenmeier-Thuering";"Anita"
"CH_Lafranchi_Arturo_1914";2557;"";"Lafranchi";"Arturo-Zefferino"
"CH_Lalive_Maya_1957";483;"";"Lalive-d'Epinay";"Maya"
"CH_Landolt_Adolf_1907";2564;"";"Landolt";"Adolf"
"CH_Landolt_Franz_1901";2565;"";"Landolt-Rast";"Franz"
"CH_Landolt_Josef_1918";583;"";"Landolt";"Josef"
"CH_Landolt_Martin_1968";4008;"";"Landolt";"Martin"
"CH_Lang_Erwin_1908";2567;"";"Lang";"Erwin-A"
"CH_Lang_Hedi_1931";675;"";"Lang-Gehri";"Hedi"
"CH_Lang_Josef_1954";1158;"";"Lang";"Josef"
"CH_Lang_Louis_1921";2568;"";"Lang";"Louis"
"CH_Langenauer_Jakob_1913";2569;"";"Langenauer";"Jakob"
"CH_Langenberger_Christiane_1941";280;"";"Langenberger";"Christiane"
"CH_Lanicca_Ruben_1881";2570;"";"Lanicca";"Ruben"
"CH_Lanz_Fritz_1922";747;"";"Lanz";"Fritz"
"CH_Lardelli_Elisabeth_1921";1216;"";"Lardelli";"Elisabeth"
"CH_Laubacher_Otto_1943";484;"";"Laubacher";"Otto"
"CH_Lauper_Hubert_1944";338;"";"Lauper";"Hubert"
"CH_Leber_Walther_1906";2577;"";"Leber";"Walther"
"CH_Ledergerber_Elmar_1944";129;"";"Ledergerber";"Elmar"
"CH_Leemann_Ursula_1936";130;"";"Leemann";"Ursula"
"CH_Lehmann_Markus_1955";4099;"";"Lehmann";"Markus"
"CH_Lehner_Innozenz_1917";2581;"";"Lehner";"Innozenz"
"CH_Lejeune_Leo_1915";2582;"";"Lejeune";"Leo"
"CH_Lepori_Mimi_1949";258;"";"Lepori-Bonetti";"Mimi"
"CH_Letsch_Hans_1924";630;"";"Letsch";"Hans"
"CH_Leu_Josef_1918";2586;"";"Leu";"Josef"
"CH_Leu_Josef_1950";131;"";"Leu";"Josef"
"CH_Leuba_Jean_1934";132;"";"Leuba";"Jean-Francois"
"CH_Leuenberger_Ernst_1945";133;"";"Leuenberger";"Ernst"
"CH_Leuenberger_Hermann_1901";2589;"";"Leuenberger";"Hermann"
"CH_Leuenberger_Moritz_1946";134;"";"Leuenberger";"Moritz"
"CH_Leuenberger_Ueli_1952";1065;"";"Leuenberger";"Ueli"
"CH_Leupin_Kurt_1907";2594;"";"Leupin";"Kurt"
"CH_Leutenegger_Filippo_1952";1113;"";"Leutenegger";"Filippo"
"CH_Leutenegger_Hansjakob_1944";485;"";"Leutenegger";"Hansjakob"
"CH_Leutenegger_Susanne_1948";487;"";"Leutenegger-Oberholzer";"Susanne"
"CH_Leutenegger_Werner_1918";2595;"";"Leutenegger";"Werner-F"
"CH_Leuthard_Doris_1963";488;"";"Leuthard";"Doris"
"CH_Levrat_Christian_1970";1150;"";"Levrat";"Christian"
"CH_Linder_David_1923";676;"";"Linder";"David"
"CH_Locher_Otto_1910";2603;"";"Locher";"Otto"
"CH_Loeb_Francois_1940";135;"";"Loeb";"Francois"
"CH_Loepfe_Arthur_1942";489;"";"Loepfe";"Arthur"
"CH_Loetscher_Francis_1932";677;"";"Loetscher";"Francis"
"CH_Loetscher_Josef_1947";340;"";"Loetscher";"Josef"
"CH_Lohr_Christian_1962";4118;"";"Lohr";"Christian"
"CH_Longet_Rene_1951";748;"";"Longet";"Rene"
"CH_Loretan_Otto_1946";339;"";"Loretan";"Otto-G"
"CH_Loretan_Willy_1934";136;"";"Loretan";"Willy"
"CH_Lovis_Louis_1913";2610;"";"Lovis";"Louis"
"CH_Luder_Paul_1936";282;"";"Luder";"Paul"
"CH_Luechinger_Hans_1927";584;"";"Luechinger";"Hans-Georg"
"CH_Luescher_Christian_1963";3895;"";"Luescher";"Christian"
"CH_Lumengo_Ricardo_1962";3894;"";"Lumengo";"Ricardo"
"CH_Lustenberger_Ruedi_1950";490;"";"Lustenberger";"Ruedi"
"CH_Luterbacher_Georges_1899";2622;"";"Luterbacher";"Georges"
"CH_Maag_Albert_1890";2631;"";"Maag";"Albert"
"CH_Maeder_Herbert_1930";137;"";"Maeder";"Herbert"
"CH_Magnin_Armand_1920";586;"";"Magnin";"Armand"
"CH_Mahrer_Anne_1948";4136;"";"Mahrer";"Anne"
"CH_Maier_Thomas_1975";4117;"";"Maier";"Thomas"
"CH_Maillard_Marius_1889";2638;"";"Maillard";"Marius"
"CH_Maillard_Pierre_1968";491;"";"Maillard";"Pierre-Yves"
"CH_Maire_Jacques_1957";4018;"";"Maire";"Jacques-Andre"
"CH_Maitre_Jean_1949";138;"";"Maitre";"Jean-Philippe"
"CH_Maitre_Yves_1917";2640;"";"Maitre";"Yves"
"CH_Malama_Peter_1960";3896;"";"Malama";"Peter"
"CH_Malzacher_Fritz_1906";2642;"";"Malzacher";"Fritz"
"CH_Mamie_Philippe_1944";139;"";"Mamie";"Philippe"
"CH_Mann_Leo_1890";2643;"";"Mann";"Leo"
"CH_Marchand_Geraldine_1971";4183;"";"Marchand-Balet";"Geraldine"
"CH_Marietan_Fernand_1952";492;"";"Marietan";"Fernand"
"CH_Markwalder_Christa_1975";1139;"";"Markwalder";"Christa"
"CH_Marra_Ada_1973";3923;"";"Marra";"Ada"
"CH_Marthaler_Fritz_1910";2649;"";"Marthaler";"Fritz"
"CH_Marti_Min_1974";4197;"";"Marti";"Min-Li"
"CH_Marti_Samira_1994";;"";"Marti";"Samira"
"CH_Marti_Werner_1957";140;"";"Marti";"Werner"
"CH_Martignoni_Werner_1927";587;"";"Martignoni";"Werner"
"CH_Martin_Andre_1912";2651;"";"Martin";"Andre"
"CH_Martin_Jacques_1933";141;"";"Martin";"Jacques"
"CH_Martin_Paul_1929";749;"";"Martin";"Paul-Rene"
"CH_Martullo_Magdalena_1969";4167;"";"Martullo-Blocher";"Magdalena"
"CH_Marty_Barbara_1954";551;"";"Marty";"Barbara"
"CH_Mascarin_Ruth_1945";642;"";"Mascarin-Bircher";"Ruth"
"CH_Masina_Francesco_1886";2655;"";"Masina";"Francesco"
"CH_Masoni_Franco_1928";787;"";"Masoni";"Franco"
"CH_Maspoli_Flavio_1950";142;"";"Maspoli";"Flavio"
"CH_Maspoli_Franco_1908";2656;"";"Maspoli";"Franco-Angelo"
"CH_Masshardt_Nadine_1984";4130;"";"Masshardt";"Nadine"
"CH_Massy_Claude_1927";750;"";"Massy";"Claude"
"CH_Mathys_Hans_1946";493;"";"Mathys";"Hans-Ulrich"
"CH_Matossi_Franco_1919";631;"";"Matossi";"Franco"
"CH_Matter_Thomas_1966";4144;"";"Matter";"Thomas"
"CH_Matthey_Francis_1942";143;"";"Matthey";"Francis"
"CH_Mauch_Rolf_1934";144;"";"Mauch";"Rolf"
"CH_Mauch_Ursula_1935";145;"";"Mauch";"Ursula"
"CH_Maurer_Fritz_1901";2662;"";"Maurer";"Fritz"
"CH_Maurer_Ueli_1950";146;"";"Maurer";"Ueli"
"CH_Mauroux_Rene_1912";2663;"";"Mauroux";"Rene"
"CH_Maury_Liliane_1956";341;"";"Maury-Pasquier";"Liliane"
"CH_Mayer_Oscar_1916";1217;"";"Mayer";"Oscar"
"CH_Mazzone_Lisa_1988";4186;"";"Mazzone";"Lisa"
"CH_Meier_Arnold_1906";2674;"";"Meier-Ragg";"Arnold"
"CH_Meier_Christian_1889";2668;"";"Meier";"Christian"
"CH_Meier_Ernst_1897";2669;"";"Meier";"Ernst"
"CH_Meier_Fritz_1914";1218;"";"Meier";"Fritz"
"CH_Meier_Hans_1933";147;"";"Meier";"Hans"
"CH_Meier_Jean_1881";2671;"";"Meier";"Jean"
"CH_Meier_Josi_1926";148;"";"Meier";"Josi-J"
"CH_Meier_Kaspar_1917";678;"";"Meier";"Kaspar"
"CH_Meier_Lucrezia_1952";494;"";"Meier-Schatz";"Lucrezia"
"CH_Meier_Rudolf_1907";2672;"";"Meier";"Rudolf"
"CH_Meier_Samuel_1948";149;"";"Meier";"Samuel"
"CH_Meier_Werner_1916";679;"";"Meier";"Werner"
"CH_Meierhans_Paul_1895";2673;"";"Meierhans";"Paul-Ulrich"
"CH_Meili_Armin_1892";2676;"";"Meili";"Armin"
"CH_Meister_Werner_1889";2680;"";"Meister";"Werner"
"CH_Meizoz_Bernard_1927";751;"";"Meizoz";"Bernard"
"CH_Melly_Armand_1882";2681;"";"Melly";"Armand"
"CH_Menetrey_Anne_1938";495;"";"Menetrey-Savary";"Anne-Catherine"
"CH_Merlini_Giovanni_1962";4140;"";"Merlini";"Giovanni"
"CH_Merz_Christian_1943";680;"";"Merz";"Christian"
"CH_Messmer_Werner_1945";496;"";"Messmer";"Werner"
"CH_Messmer_Willy_1917";681;"";"Messmer";"Willy"
"CH_Meyer_Fritz_1894";2702;"";"Meyer";"Fritz"
"CH_Meyer_Hans_1922";1219;"";"Meyer";"Hans-Rudolf"
"CH_Meyer_Helen_1920";2703;"";"Meyer";"Helen"
"CH_Meyer_Jakob_1880";2705;"";"Meyer";"Jakob"
"CH_Meyer_Kurt_1932";588;"";"Meyer";"Kurt"
"CH_Meyer_Mattea_1987";4198;"";"Meyer";"Mattea"
"CH_Meyer_Robert_1905";2713;"";"Meyer";"Robert"
"CH_Meyer_Theodor_1937";150;"";"Meyer";"Theodor"
"CH_Meyer_Therese_1948";435;"";"Meyer-Kaelin";"Therese"
"CH_Meyer_Ulrich_1903";2715;"";"Meyer-Boller";"Ulrich"
"CH_Michel_Juerg_1955";1352;"";"Michel";"Juerg"
"CH_Michlig_Meinrad_1906";2722;"";"Michlig";"Meinrad"
"CH_Miesch_Christian_1948";151;"";"Miesch";"Christian"
"CH_Mieville_Adrien_1890";2724;"";"Mieville";"Adrien"
"CH_Ming_Hans_1904";2727;"";"Ming";"Hans"
"CH_Misteli_Marguerite_1945";152;"";"Misteli";"Marguerite"
"CH_Miville_Carl_1891";2730;"";"Miville";"Carl"
"CH_Miville_Carl_1921";789;"";"Miville";"Carl"
"CH_Moeckli_Georges_1889";2731;"";"Moeckli";"Georges"
"CH_Moergeli_Christoph_1960";542;"";"Moergeli";"Christoph"
"CH_Moeschlin_Felix_1882";2733;"";"Moeschlin";"Felix"
"CH_Mohr_Gion_1885";2734;"";"Mohr";"Gion-Rudolf"
"CH_Moine_Virgile_1900";2735;"";"Moine";"Virgile"
"CH_Molina_Fabian_1990";;"";"Molina";"Fabian"
"CH_Monfrini_Henri_1913";2737;"";"Monfrini";"Henri"
"CH_Monnard_Pierre_1957";4147;"";"Monnard";"Pierre-Andre"
"CH_Morel_Felicien_1935";682;"";"Morel";"Felicien"
"CH_Moret_Isabelle_1970";1346;"";"Moret";"Isabelle"
"CH_Morf_Doris_1927";752;"";"Morf";"Doris"
"CH_Morf_Gustav_1900";2750;"";"Morf";"Gustav"
"CH_Moser_Ernst_1892";2759;"";"Moser";"Ernst"
"CH_Moser_Rene_1941";154;"";"Moser";"Rene"
"CH_Moser_Robert_1922";1221;"";"Moser";"Robert"
"CH_Moser_Tiana_1979";3897;"";"Moser";"Tiana-Angelina"
"CH_Mossdorf_Albert_1911";2765;"";"Mossdorf";"Albert"
"CH_Moulin_Joseph_1892";2768;"";"Moulin";"Joseph"
"CH_Muehlemann_Ernst_1930";252;"";"Muehlemann";"Ernst"
"CH_Mueller_Alban_1895";2779;"";"Mueller";"Alban"
"CH_Mueller_Alfons_1923";683;"";"Mueller-Marzohl";"Alfons"
"CH_Mueller_Alfred_1887";2780;"";"Mueller";"Alfred"
"CH_Mueller_Andreas_1934";1224;"";"Mueller";"Andreas"
"CH_Mueller_Arnold_1924";589;"";"Mueller";"Arnold"
"CH_Mueller_Bernhard_1931";590;"";"Mueller";"Bernhard"
"CH_Mueller_Daniel_1928";684;"";"Mueller";"Daniel"
"CH_Mueller_Erich_1938";342;"";"Mueller";"Erich"
"CH_Mueller_Geri_1960";1112;"";"Mueller";"Geri"
"CH_Mueller_Hans_1891";2788;"";"Mueller";"Hans"
"CH_Mueller_Hans_1893";2789;"";"Mueller";"Hans-Gottfried"
"CH_Mueller_Heinrich_1911";2790;"";"Mueller";"Heinrich-C"
"CH_Mueller_Konrad_1892";2802;"";"Mueller";"Konrad"
"CH_Mueller_Kurt_1925";753;"";"Mueller";"Kurt"
"CH_Mueller_Leo_1958";4097;"";"Mueller";"Leo"
"CH_Mueller_Philipp_1952";1141;"";"Mueller";"Philipp"
"CH_Mueller_Reinhard_1929";155;"";"Mueller";"Reinhard"
"CH_Mueller_Richard_1913";685;"";"Mueller";"Richard"
"CH_Mueller_Stefan_1976";4063;"";"Mueller-Altermatt";"Stefan"
"CH_Mueller_Thomas_1952";1345;"";"Mueller";"Thomas"
"CH_Mueller_Vreni_1951";343;"";"Mueller-Hemmi";"Vreni"
"CH_Mueller_Walter_1948";1137;"";"Mueller";"Walter"
"CH_Mueri_Felix_1958";1111;"";"Mueri";"Felix"
"CH_Muff_Erwin_1935";1222;"";"Muff";"Erwin"
"CH_Mugny_Patrice_1953";497;"";"Mugny";"Patrice"
"CH_Mugny_Roger_1921";1223;"";"Mugny";"Roger"
"CH_Muheim_Anton_1916";708;"";"Muheim";"Anton"
"CH_Muheim_Karl_1887";2776;"";"Muheim";"Karl"
"CH_Munz_Hans_1902";2807;"";"Munz";"Hans"
"CH_Munz_Martina_1955";4134;"";"Munz";"Martina"
"CH_Muret_Andre_1909";2812;"";"Muret";"Andre"
"CH_Nabholz_Lili_1944";156;"";"Nabholz-Haidegger";"Lili"
"CH_Nadig_Adolf_1877";2818;"";"Nadig";"Adolf"
"CH_Naef_Martin_1970";4106;"";"Naef";"Martin"
"CH_Naegeli_Wilfried_1932";1225;"";"Naegeli";"Wilfried"
"CH_Nanchen_Gabrielle_1943";1226;"";"Nanchen";"Gabrielle"
"CH_Nantermod_Philippe_1984";4193;"";"Nantermod";"Philippe"
"CH_Narbel_Jean_1939";157;"";"Narbel";"Jean-Marc"
"CH_Nauer_Otto_1914";591;"";"Nauer";"Otto"
"CH_Nebiker_Hans_1929";158;"";"Nebiker";"Hans-Rudolf"
"CH_Nef_Georg_1927";592;"";"Nef";"Georg"
"CH_Neirynck_Jacques_1931";498;"";"Neirynck";"Jacques"
"CH_Nerfin_Paul_1893";2828;"";"Nerfin";"Paul"
"CH_Neuenschwander_Willi_1929";159;"";"Neuenschwander";"Willi"
"CH_Neukomm_Alfred_1945";754;"";"Neukomm";"Alfred"
"CH_Nicole_Leon_1887";2831;"";"Nicole";"Leon"
"CH_Nicolet_Jacques_1965";4168;"";"Nicolet";"Jacques"
"CH_Nidegger_Yves_1957";3898;"";"Nidegger";"Yves"
"CH_Niederhauser_Rudolf_1881";2834;"";"Niederhauser";"Rudolf"
"CH_Nigg_Josef_1910";2837;"";"Nigg";"Josef"
"CH_Nordmann_Roger_1973";1279;"";"Nordmann";"Roger"
"CH_Noser_Ruedi_1961";1153;"";"Noser";"Ruedi"
"CH_Nussbaumer_Eric_1960";3899;"";"Nussbaumer";"Eric"
"CH_Nussbaumer_Urs_1931";755;"";"Nussbaumer";"Urs"
"CH_Obrecht_Karl_1910";2844;"";"Obrecht";"Karl"
"CH_Odermatt_Gotthard_1902";2848;"";"Odermatt";"Gotthard"
"CH_Odermatt_Joseph_1892";2849;"";"Odermatt";"Joseph"
"CH_Oehen_Valentin_1931";593;"";"Oehen";"Valentin"
"CH_Oehler_Edgar_1942";160;"";"Oehler";"Edgar"
"CH_Oehrli_Fritz_1941";344;"";"Oehrli";"Fritz-Abraham"
"CH_Oeri_Albert_1875";2856;"";"Oeri";"Albert"
"CH_Oester_Hans_1931";756;"";"Oester";"Hans"
"CH_Ogi_Adolf_1942";428;"";"Ogi";"Adolf"
"CH_Oldani_Hermann_1891";2860;"";"Oldani";"Hermann"
"CH_Olgiati_Libero_1908";2863;"";"Olgiati";"Libero-Camillo"
"CH_Oltramare_Andre_1884";2864;"";"Oltramare";"Andre"
"CH_Oprecht_Hans_1894";2865;"";"Oprecht";"Hans"
"CH_Ostermann_Roland_1938";261;"";"Ostermann";"Roland"
"CH_Ott_Heinrich_1929";757;"";"Ott-Rehberg";"Heinrich"
"CH_Ott_Rudolf_1900";2868;"";"Ott";"Rudolf"
"CH_Overney_Constant_1901";2870;"";"Overney";"Constant"
"CH_Paccolat_Monique_1954";758;"";"Paccolat";"Monique"
"CH_Pagan_Jacques_1942";1157;"";"Pagan";"Jacques"
"CH_Pagani_Gian_1933";1227;"";"Pagani";"Gian-Mario"
"CH_Paganini_Nicolo_1966";4222;"";"Paganini";"Nicolo"
"CH_Page_Pierre_1960";4169;"";"Page";"Pierre-Andre"
"CH_Pantani_Roberta_1965";4073;"";"Pantani";"Roberta"
"CH_Pardini_Corrado_1965";4045;"";"Pardini";"Corrado"
"CH_Parmelin_Guy_1959";1108;"";"Parmelin";"Guy"
"CH_Pasquier_Albert_1892";2878;"";"Pasquier";"Albert"
"CH_Peclard_Ulysse_1886";2882;"";"Peclard";"Ulysse"
"CH_Pedrazzini_Giovan_1917";686;"";"Pedrazzini";"Giovan-Battista"
"CH_Pedrina_Fabio_1954";499;"";"Pedrina";"Fabio"
"CH_Peitrequin_Jean_1902";2887;"";"Peitrequin";"Jean"
"CH_Pelli_Fulvio_1951";345;"";"Pelli";"Fulvio"
"CH_Perey_Andre_1931";162;"";"Perey";"Andre"
"CH_Perreard_Francois_1892";2891;"";"Perreard";"Francois"
"CH_Perret_Henri_1885";2894;"";"Perret";"Henri"
"CH_Perrin_Paul_1886";2901;"";"Perrin";"Paul"
"CH_Perrin_Tell_1880";2902;"";"Perrin";"Tell"
"CH_Perrin_Yvan_1966";1145;"";"Perrin";"Yvan"
"CH_Perrinjaquet_Sylvie_1955";3900;"";"Perrinjaquet";"Sylvie"
"CH_Petitpierre_Andre_1890";2911;"";"Petitpierre";"Andre"
"CH_Petitpierre_Gilles_1940";163;"";"Petitpierre";"Gilles"
"CH_Petrig_Victor_1887";2915;"";"Petrig";"Victor"
"CH_Peyrot_Francois_1918";2919;"";"Peyrot";"Francois"
"CH_Pezzatti_Bruno_1951";4084;"";"Pezzatti";"Bruno"
"CH_Pfister_Gerhard_1962";1109;"";"Pfister";"Gerhard"
"CH_Pfister_Theophil_1942";500;"";"Pfister";"Theophil"
"CH_Pfund_Willy_1939";594;"";"Pfund";"Willy"
"CH_Philipona_Eusebe_1901";2930;"";"Philipona";"Eusebe"
"CH_Philipona_Jean_1943";164;"";"Philipona";"Jean-Nicolas"
"CH_Philippe_Etienne_1902";2931;"";"Philippe";"Etienne"
"CH_Picot_Albert_1882";2934;"";"Picot";"Albert-Edouard"
"CH_Pidoux_Ernest_1904";2939;"";"Pidoux";"Ernest"
"CH_Pidoux_Philippe_1943";165;"";"Pidoux";"Philippe"
"CH_Pieren_Nadja_1980";4065;"";"Pieren";"Nadja"
"CH_Piller_Valerie_1978";4109;"";"Piller-Carrard";"Valerie"
"CH_Pini_Aleardo_1907";2947;"";"Pini";"Aleardo"
"CH_Pini_Massimo_1936";167;"";"Pini";"Massimo"
"CH_Piot_Robert_1899";2950;"";"Piot";"Robert"
"CH_Pitteloud_Francoise_1951";759;"";"Pitteloud";"Francoise"
"CH_Poggia_Mauro_1959";4092;"";"Poggia";"Mauro"
"CH_Polla_Barbara_1950";501;"";"Polla";"Barbara"
"CH_Poncet_Charles_1946";169;"";"Poncet";"Charles"
"CH_Portmann_Hans_1963";4141;"";"Portmann";"Hans-Peter"
"CH_Portmann_Theo_1942";760;"";"Portmann";"Theo-Christian"
"CH_Pozzi_Jean_1892";2964;"";"Pozzi";"Jean"
"CH_Pradervand_Jean_1908";2965;"";"Pradervand";"Jean-Pierre"
"CH_Prelicz_Katharina_1959";3999;"";"Prelicz-Huber";"Katharina"
"CH_Primborgne_Charles_1913";1229;"";"Primborgne";"Charles"
"CH_Pugin_Antoine_1898";2968;"";"Pugin";"Antoine"
"CH_Quadranti_Rosmarie_1957";4066;"";"Quadranti";"Rosmarie"
"CH_Quadri_Lorenzo_1974";4046;"";"Quadri";"Lorenzo"
"CH_Quartenoud_Maxime_1897";2970;"";"Quartenoud";"Maxime"
"CH_Raez_Fritz_1922";687;"";"Raez";"Fritz"
"CH_Raggenbass_Hansueli_1948";170;"";"Raggenbass";"Hansueli"
"CH_Raissig_Walter_1910";2977;"";"Raissig";"Walter"
"CH_Randegger_Johannes_1941";346;"";"Randegger";"Johannes"
"CH_Raschein_Paul_1901";2986;"";"Raschein";"Paul"
"CH_Rasser_Alfred_1907";2989;"";"Rasser";"Alfred"
"CH_Ratti_Remigio_1944";347;"";"Ratti";"Remigio"
"CH_Rebeaud_Laurent_1947";171;"";"Rebeaud";"Laurent"
"CH_Rechsteiner_Paul_1952";172;"";"Rechsteiner";"Paul"
"CH_Rechsteiner_Rudolf_1958";348;"";"Rechsteiner";"Rudolf"
"CH_Recordon_Luc_1955";1134;"";"Recordon";"Luc"
"CH_Regazzi_Fabio_1962";4072;"";"Regazzi";"Fabio"
"CH_Reich_Richard_1927";761;"";"Reich";"Richard"
"CH_Reich_Werner_1917";2994;"";"Reich";"Werner"
"CH_Reichling_Rudolf_1890";2997;"";"Reichling";"Rudolf"
"CH_Reichling_Rudolf_1924";762;"";"Reichling";"Rudolf"
"CH_Reimann_Fritz_1924";763;"";"Reimann";"Fritz"
"CH_Reimann_Lukas_1982";3901;"";"Reimann";"Lukas"
"CH_Reimann_Maximilian_1942";173;"";"Reimann";"Maximilian"
"CH_Reimann_Robert_1911";2998;"";"Reimann";"Robert"
"CH_Reinhard_Ernst_1889";3000;"";"Reinhard";"Ernst"
"CH_Reiniger_Kurt_1939";688;"";"Reiniger";"Kurt"
"CH_Rennwald_Jean_1953";349;"";"Rennwald";"Jean-Claude"
"CH_Renold_Karl_1888";3003;"";"Renold";"Karl"
"CH_Renschler_Walter_1932";595;"";"Renschler";"Walter"
"CH_Revaclier_Francois_1903";3006;"";"Revaclier";"Francois"
"CH_Revaclier_Jean_1932";596;"";"Revaclier";"Jean"
"CH_Reverdin_Olivier_1913";3008;"";"Reverdin";"Olivier"
"CH_Rey_Jean_1949";1132;"";"Rey";"Jean-Noel"
"CH_Reymond_Andre_1940";1115;"";"Reymond";"Andre"
"CH_Reynard_Mathias_1987";4091;"";"Reynard";"Mathias"
"CH_Ribaux_Alain_1962";4111;"";"Ribaux";"Alain"
"CH_Ribi_Martha_1915";689;"";"Ribi-Raschle";"Martha"
"CH_Richter_Yann_1928";1230;"";"Richter";"Yann"
"CH_Rickli_Natalie_1976";3902;"";"Rickli";"Natalie"
"CH_Riedener_Josef_1892";3014;"";"Riedener";"Josef"
"CH_Rielle_Jean_1952";3903;"";"Rielle";"Jean-Charles"
"CH_Riesen_Jean_1920";597;"";"Riesen";"Jean"
"CH_Riklin_Kathy_1952";502;"";"Riklin";"Kathy"
"CH_Rime_Jean_1950";1119;"";"Rime";"Jean-Francois"
"CH_Rime_Pierre_1923";598;"";"Rime";"Pierre"
"CH_Rippstein_Louis_1915";3027;"";"Rippstein";"Louis"
"CH_Risi_Josef_1920";599;"";"Risi";"Josef"
"CH_Ritschard_Willi_1918";3030;"";"Ritschard";"Willi"
"CH_Ritter_Markus_1967";4052;"";"Ritter";"Markus"
"CH_Riva_Waldo_1905";3035;"";"Riva";"Waldo"
"CH_Robbiani_Dario_1939";600;"";"Robbiani";"Dario"
"CH_Robbiani_Meinrado_1951";503;"";"Robbiani";"Meinrado"
"CH_Robert_Leni_1936";177;"";"Robert-Baechtold";"Leni"
"CH_Robert_Rene_1885";3038;"";"Robert";"Rene"
"CH_Rochat_Nicolas_1982";;"";"Rochat-Fernandez";"Nicolas"
"CH_Rodel_Ernst_1901";3041;"";"Rodel";"Ernst"
"CH_Roduit_Benjamin_1962";4220;"";"Roduit";"Benjamin"
"CH_Roesti_Albert_1967";4100;"";"Roesti";"Albert"
"CH_Roethlin_Walter_1930";601;"";"Roethlin";"Walter"
"CH_Rohner_Walter_1923";3045;"";"Rohner";"Walter"
"CH_Rohner_Willi_1907";3046;"";"Rohner";"Willi"
"CH_Rohr_Max_1890";3049;"";"Rohr";"Max-Albert"
"CH_Rohr_Rudolf_1935";294;"";"Rohr";"Rudolf"
"CH_Rohrbasser_Bernard_1946";178;"";"Rohrbasser";"Bernard"
"CH_Rohrer_Hans_1936";637;"";"Rohrer";"Hans"
"CH_Romano_Marco_1982";4120;"";"Romano";"Marco"
"CH_Rosselet_Charles_1893";3057;"";"Rosselet";"Charles"
