sep=;
"mismatch_type";"expected_parliament_ids";"days_start_vs_period";"days_end_vs_period";"res_entry_id";"pers_id";"res_entry_start";"res_entry_end";"parliament_id"
"extra_listed_id,starts_before_period";"CA_NT-HC_1867";-47;-448;"CA_Godin_Francois_1828__01";"CA_Godin_Francois_1828";"20sep1867";"11oct1872";"CA_NT-HC_1867;CA_NT-HC_1873"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Godin_Joel_1965__01";"CA_Godin_Joel_1965";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997";-84;35;"CA_Godin_Maurice_1932__01";"CA_Godin_Maurice_1932";"25oct1993";"26nov2000";"CA_NT-HC_1994;CA_NT-HC_1997"
"starts_before_period,ends_after_period";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963";-42;60;"CA_Godin_Osias_1911__01";"CA_Godin_Osias_1911";"31mar1958";"07nov1965";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963"
"starts_before_period";"CA_NT-HC_1966;CA_NT-HC_1968";-71;-520;"CA_Godin_Roland_1926__01";"CA_Godin_Roland_1926";"08nov1965";"31mar1971";"CA_NT-HC_1966;CA_NT-HC_1968"
"ends_after_period";"CA_NT-HC_1968;CA_NT-HC_1973";931;59;"CA_Godin_Roland_1926__02";"CA_Godin_Roland_1926";"01apr1971";"07jul1974";"CA_NT-HC_1968;CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-112;77;"CA_Godin_Yvon_1955__01";"CA_Godin_Yvon_1955";"02jun1997";"18oct2015";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2011";-31;77;"CA_Goguen_Robert_1957__01";"CA_Goguen_Robert_1957";"02may2011";"18oct2015";"CA_NT-HC_2011"
"ends_after_period";"CA_NT-HC_1930";756;60;"CA_Golding_William_1878__01";"CA_Golding_William_1878";"03oct1932";"13oct1935";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945";-115;55;"CA_Golding_William_1878__02";"CA_Golding_William_1878";"14oct1935";"24jun1949";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945"
"starts_before_period";"CA_NT-HC_1997";-112;-210;"CA_Goldring_Peter_1944__01";"CA_Goldring_Peter_1944";"02jun1997";"26mar2000";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_2001";1058;35;"CA_Goldring_Peter_1944__04";"CA_Goldring_Peter_1944";"23dec2003";"27jun2004";"CA_NT-HC_2001"
"starts_before_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-98;-1337;"CA_Goldring_Peter_1944__05";"CA_Goldring_Peter_1944";"28jun2004";"04dec2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"ends_after_period";"CA_NT-HC_2011";739;77;"CA_Goldring_Peter_1944__07";"CA_Goldring_Peter_1944";"10jun2013";"18oct2015";"CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_Goldsmith-Jones_Pamela_1961__01";"CA_Goldsmith-Jones_Pamela_1961";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-92;53;"CA_Good_William_1876__01";"CA_Good_William_1876";"06dec1921";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1974";-84;56;"CA_Goodale_Ralph_1949__01";"CA_Goodale_Ralph_1949";"08jul1974";"21may1979";"CA_NT-HC_1974"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Goodale_Ralph_1949__02";"CA_Goodale_Ralph_1949";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-112;77;"CA_Goodale_Ralph_1949__03";"CA_Goodale_Ralph_1949";"02jun1997";"18oct2015";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_Goodale_Ralph_1949__04";"CA_Goodale_Ralph_1949";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1968";-79;58;"CA_Goode_Thomas_1933__01";"CA_Goode_Thomas_1933";"25jun1968";"29oct1972";"CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953";-80;58;"CA_Goode_Tom_1902__01";"CA_Goode_Tom_1902";"27jun1949";"09jun1957";"CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period";"CA_NT-HC_1909;CA_NT-HC_1911";-86;-1982;"CA_Goodeve_Arthur_1860__01";"CA_Goodeve_Arthur_1860";"26oct1908";"03may1912";"CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period";"CA_NT-HC_1926jan;CA_NT-HC_1926dec";-70;-543;"CA_Goodison_William_1876__01";"CA_Goodison_William_1876";"29oct1925";"03dec1928";"CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"starts_before_period";"CA_NT-HC_2021;CA_NT-HC_2025";-63;-268;"CA_Goodridge_Laila_9999__01";"CA_Goodridge_Laila_9999";"20sep2021";"07apr2026";"CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-98;77;"CA_Goodyear_Gary_1958__01";"CA_Goodyear_Gary_1958";"28jun2004";"18oct2015";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period";"CA_NT-HC_1874";-63;-811;"CA_Gordon_Adam_1831__01";"CA_Gordon_Adam_1831";"22jan1874";"28may1876";"CA_NT-HC_1874"
"starts_before_period";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891";-233;-1160;"CA_Gordon_David_1832__01";"CA_Gordon_David_1832";"20jun1882";"19feb1893";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911";-69;71;"CA_Gordon_David_1858__01";"CA_Gordon_David_1858";"03nov1904";"16dec1917";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"extra_listed_id,starts_before_period";"CA_NT-HC_1909";-86;-2173;"CA_Gordon_George_1865__01";"CA_Gordon_George_1865";"26oct1908";"25oct1911";"CA_NT-HC_1909;CA_NT-HC_1911"
"ends_after_period";"CA_NT-HC_1918;CA_NT-HC_1922";1057;53;"CA_Gordon_George_1879__01";"CA_Gordon_George_1879";"07feb1921";"28oct1925";"CA_NT-HC_1918;CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;77;"CA_Gordon_Tilly_1949__01";"CA_Gordon_Tilly_1949";"14oct2008";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-101;62;"CA_Gordon_Walter_1906__01";"CA_Gordon_Walter_1906";"18jun1962";"24jun1968";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"extra_listed_id,starts_before_period";"";-42;-1834;"CA_Gordon_Wesley_1884__01";"CA_Gordon_Wesley_1884";"28jul1930";"06aug1930";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-14;60;"CA_Gordon_Wesley_1884__02";"CA_Gordon_Wesley_1884";"25aug1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Gormley_John_1957__01";"CA_Gormley_John_1957";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_2011";-31;77;"CA_Gosal_Bal_1960__01";"CA_Gosal_Bal_1960";"02may2011";"18oct2015";"CA_NT-HC_2011"
"starts_before_period";"CA_NT-HC_1949";-80;-503;"CA_Gosselin_Henri_1888__01";"CA_Gosselin_Henri_1888";"27jun1949";"27jan1952";"CA_NT-HC_1949"
"starts_before_period,ends_after_period";"CA_NT-HC_1936";-115;60;"CA_Gosselin_Louis_1879__01";"CA_Gosselin_Louis_1879";"14oct1935";"25mar1940";"CA_NT-HC_1936"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930";-70;60;"CA_Gott_Eccles_1884__01";"CA_Gott_Eccles_1884";"29oct1925";"13oct1935";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Gottselig_William_1934__01";"CA_Gottselig_William_1934";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"ends_after_period";"CA_NT-HC_1873;CA_NT-HC_1874";122;30;"CA_Goudge_Monson_1829__01";"CA_Goudge_Monson_1829";"05jul1873";"16sep1878";"CA_NT-HC_1873;CA_NT-HC_1874"
"extra_listed_id,starts_before_period";"";-92;-1347;"CA_Gouin_Lomer_1861__01";"CA_Gouin_Lomer_1861";"06dec1921";"28dec1921";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-48;53;"CA_Gouin_Lomer_1861__02";"CA_Gouin_Lomer_1861";"19jan1922";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Gouk_James_1946__01";"CA_Gouk_James_1946";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period";"CA_NT-HC_1997";-112;-858;"CA_Gouk_James_1946__02";"CA_Gouk_James_1946";"02jun1997";"17jun1998";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_2001";1058;35;"CA_Gouk_James_1946__05";"CA_Gouk_James_1946";"23dec2003";"27jun2004";"CA_NT-HC_2001"
"extra_listed_id,starts_before_period";"";-98;-455;"CA_Gouk_James_1946__06";"CA_Gouk_James_1946";"28jun2004";"31aug2004";"CA_NT-HC_2004"
"starts_before_period,ends_after_period";"CA_NT-HC_2004";-33;54;"CA_Gouk_James_1946__07";"CA_Gouk_James_1946";"01sep2004";"22jan2006";"CA_NT-HC_2004"
"ends_after_period";"CA_NT-HC_1896;CA_NT-HC_1901";1247;34;"CA_Gould_Isaac_1839__01";"CA_Gould_Isaac_1839";"18jan1900";"02nov1904";"CA_NT-HC_1896;CA_NT-HC_1901"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Gould_Karina_1987__01";"CA_Gould_Karina_1987";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1918";588;62;"CA_Gould_Oliver_1874__01";"CA_Gould_Oliver_1874";"27oct1919";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-92;53;"CA_Gould_Oliver_1874__02";"CA_Gould_Oliver_1874";"06dec1921";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940";-70;55;"CA_Goulet_Alfred_1875__01";"CA_Goulet_Alfred_1875";"29oct1925";"10jun1945";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958";-87;-1122;"CA_Gour_Joseph_1893__01";"CA_Gour_Joseph_1893";"11jun1945";"24mar1959";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958"
"starts_before_period,ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953";-87;58;"CA_Gourd_David_1885__01";"CA_Gourd_David_1885";"11jun1945";"09jun1957";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Gourd_Robert_1933__01";"CA_Gourd_Robert_1933";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"ends_after_period";"CA_NT-HC_1980";385;56;"CA_Gourde_Gaston_1950__01";"CA_Gourde_Gaston_1950";"04may1981";"03sep1984";"CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-70;77;"CA_Gourde_Jacques_1964__01";"CA_Gourde_Jacques_1964";"23jan2006";"18oct2015";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Gourde_Jacques_1964__02";"CA_Gourde_Jacques_1964";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1901";-91;34;"CA_Gourley_Seymour_1854__01";"CA_Gourley_Seymour_1854";"07nov1900";"02nov1904";"CA_NT-HC_1901"
"starts_before_period";"CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974";-71;-85;"CA_Goyer_Jean_1932__01";"CA_Goyer_Jean_1932";"08nov1965";"31dec1978";"CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974"
"starts_before_period,ends_after_period";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-42;62;"CA_Grafftey_William_1928__01";"CA_Grafftey_William_1928";"31mar1958";"24jun1968";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period,ends_after_period";"CA_NT-HC_1973;CA_NT-HC_1974";-66;56;"CA_Grafftey_William_1928__02";"CA_Grafftey_William_1928";"30oct1972";"21may1979";"CA_NT-HC_1973;CA_NT-HC_1974"
"starts_before_period,ends_after_period";"CA_NT-HC_1979";-140;65;"CA_Grafftey_William_1928__03";"CA_Grafftey_William_1928";"22may1979";"17feb1980";"CA_NT-HC_1979"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_Graham_David_1981__01";"CA_Graham_David_1981";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"ends_after_period";"CA_NT-HC_1896";169;28;"CA_Graham_Duncan_1845__01";"CA_Graham_Duncan_1845";"04feb1897";"06nov1900";"CA_NT-HC_1896"
"ends_after_period";"CA_NT-HC_1905;CA_NT-HC_1909";980;53;"CA_Graham_George_1859__01";"CA_Graham_George_1859";"18sep1907";"20sep1911";"CA_NT-HC_1905;CA_NT-HC_1909"
"ends_after_period";"CA_NT-HC_1911";99;71;"CA_Graham_George_1859__02";"CA_Graham_George_1859";"22feb1912";"16dec1917";"CA_NT-HC_1911"
"extra_listed_id,starts_before_period";"";-92;-1347;"CA_Graham_George_1859__03";"CA_Graham_George_1859";"06dec1921";"28dec1921";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-48;53;"CA_Graham_George_1859__04";"CA_Graham_George_1859";"19jan1922";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Graham_Roy_1887__01";"CA_Graham_Roy_1887";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1979";-140;65;"CA_Graham_Stan_1926__01";"CA_Graham_Stan_1926";"22may1979";"17feb1980";"CA_NT-HC_1979"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Graham_Stan_1926__02";"CA_Graham_Stan_1926";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Graham_William_1939__01";"CA_Graham_William_1939";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Graham_William_1939__02";"CA_Graham_William_1939";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period";"CA_NT-HC_2004;CA_NT-HC_2006";-98;-433;"CA_Graham_William_1939__03";"CA_Graham_William_1939";"28jun2004";"02jul2007";"CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_1879;CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891";-149;59;"CA_Grandbois_Paul_1846__01";"CA_Grandbois_Paul_1846";"17sep1878";"22jun1896";"CA_NT-HC_1879;CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891"
"starts_before_period";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-42;-631;"CA_Granger_Charles_1912__01";"CA_Granger_Charles_1912";"31mar1958";"01aug1966";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"ends_after_period";"CA_NT-HC_1966";657;62;"CA_Granger_Charles_1912__02";"CA_Granger_Charles_1912";"06nov1967";"24jun1968";"CA_NT-HC_1966"
"ends_after_period";"CA_NT-HC_1901;CA_NT-HC_1905";762;38;"CA_Grant_George_1870__01";"CA_Grant_George_1870";"10mar1903";"25oct1908";"CA_NT-HC_1901;CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_1867;CA_NT-HC_1873";-47;19;"CA_Grant_James_1831__01";"CA_Grant_James_1831";"20sep1867";"21jan1874";"CA_NT-HC_1867;CA_NT-HC_1873"
"ends_after_period";"CA_NT-HC_1891";953;59;"CA_Grant_James_1831__02";"CA_Grant_James_1831";"07dec1893";"22jun1896";"CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945";-115;55;"CA_Grant_Thomas_1876__01";"CA_Grant_Thomas_1876";"14oct1935";"24jun1949";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Grant_Wade_9999__01";"CA_Grant_Wade_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Gravel_Michel_1939__01";"CA_Gravel_Michel_1939";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"ends_after_period";"CA_NT-HC_2006";238;36;"CA_Gravel_Raymond_1952__01";"CA_Gravel_Raymond_1952";"27nov2006";"13oct2008";"CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;77;"CA_Gravelle_Claude_1949__01";"CA_Gravelle_Claude_1949";"14oct2008";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1984;CA_NT-HC_1988";-62;46;"CA_Gray_Darryl_1946__01";"CA_Gray_Darryl_1946";"04sep1984";"24oct1993";"CA_NT-HC_1984;CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-101;62;"CA_Gray_Herbert_1931__01";"CA_Gray_Herbert_1931";"18jun1962";"24jun1968";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period";"CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988;CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001";-79;-860;"CA_Gray_Herbert_1931__02";"CA_Gray_Herbert_1931";"25jun1968";"14jan2002";"CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988;CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period";"CA_NT-HC_1867";-47;-7;"CA_Gray_John_1814__01";"CA_Gray_John_1814";"20sep1867";"01jul1872";"CA_NT-HC_1867"
"ends_after_period";"CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940";767;55;"CA_Gray_Ross_1897__01";"CA_Gray_Ross_1897";"14jan1929";"10jun1945";"CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Gray_Tracy_9999__01";"CA_Gray_Tracy_9999";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1936";-115;60;"CA_Graydon_Gordon_1896__01";"CA_Graydon_Gordon_1896";"14oct1935";"25mar1940";"CA_NT-HC_1936"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Graydon_Gordon_1896__02";"CA_Graydon_Gordon_1896";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"extra_listed_id,starts_before_period";"CA_NT-HC_1945;CA_NT-HC_1949";-87;-1301;"CA_Graydon_Gordon_1896__03";"CA_Graydon_Gordon_1896";"11jun1945";"19sep1953";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Greaves_Will_9999__01";"CA_Greaves_Will_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1936";-115;60;"CA_Green_Howard_1895__01";"CA_Green_Howard_1895";"14oct1935";"25mar1940";"CA_NT-HC_1936"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Green_Howard_1895__02";"CA_Green_Howard_1895";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Green_Howard_1895__03";"CA_Green_Howard_1895";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962";-80;60;"CA_Green_Howard_1895__04";"CA_Green_Howard_1895";"27jun1949";"07apr1963";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Green_Matthew_9999__01";"CA_Green_Matthew_9999";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"ends_after_period";"CA_NT-HC_1911";197;71;"CA_Green_Robert_1861__01";"CA_Green_Robert_1861";"30may1912";"16dec1917";"CA_NT-HC_1911"
"starts_before_period";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984";-140;-2;"CA_Greenaway_Lorne_1933__01";"CA_Greenaway_Lorne_1933";"22may1979";"29sep1988";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Greene_Barbara_1945__01";"CA_Greene_Barbara_1945";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1963;CA_NT-HC_1966";-38;62;"CA_Greene_John_1920__01";"CA_Greene_John_1920";"08apr1963";"24jun1968";"CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period";"CA_NT-HC_1968";-79;-1;"CA_Greene_John_1920__02";"CA_Greene_John_1920";"25jun1968";"31aug1972";"CA_NT-HC_1968"
"ends_after_period";"CA_NT-HC_1874";322;30;"CA_Greenway_Thomas_1838__01";"CA_Greenway_Thomas_1838";"11feb1875";"16sep1878";"CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_1905";-69;38;"CA_Greenway_Thomas_1838__02";"CA_Greenway_Thomas_1838";"03nov1904";"25oct1908";"CA_NT-HC_1905"
"ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953";774;58;"CA_Gregg_Milton_1892__01";"CA_Gregg_Milton_1892";"20oct1947";"09jun1957";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period";"CA_NT-HC_1962;CA_NT-HC_1963";-101;-739;"CA_Gregoire_Gilles_1926__01";"CA_Gregoire_Gilles_1926";"18jun1962";"31aug1963";"CA_NT-HC_1962;CA_NT-HC_1963"
"ends_after_period";"CA_NT-HC_1966";223;62;"CA_Gregoire_Gilles_1926__03";"CA_Gregoire_Gilles_1926";"29aug1966";"24jun1968";"CA_NT-HC_1966"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Gregory_John_1878__01";"CA_Gregory_John_1878";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1958";-42;59;"CA_Grenier_Lucien_1925__01";"CA_Grenier_Lucien_1925";"31mar1958";"17jun1962";"CA_NT-HC_1958"
"starts_before_period";"CA_NT-HC_1997";-112;-210;"CA_Grewal_Gurmant_1957__01";"CA_Grewal_Gurmant_1957";"02jun1997";"26mar2000";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_2001";1058;35;"CA_Grewal_Gurmant_1957__03";"CA_Grewal_Gurmant_1957";"23dec2003";"27jun2004";"CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2004";-98;54;"CA_Grewal_Gurmant_1957__04";"CA_Grewal_Gurmant_1957";"28jun2004";"22jan2006";"CA_NT-HC_2004"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-98;77;"CA_Grewal_Nina_1958__01";"CA_Grewal_Nina_1958";"28jun2004";"18oct2015";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period";"CA_NT-HC_2015";-45;-285;"CA_Grewal_Raj_1985__01";"CA_Grewal_Raj_1985";"19oct2015";"30nov2018";"CA_NT-HC_2015"
"ends_after_period";"CA_NT-HC_2015";1094;39;"CA_Grewal_Raj_1985__02";"CA_Grewal_Raj_1985";"01dec2018";"20oct2019";"CA_NT-HC_2015"
"ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994";91;35;"CA_Grey_Deborah_1952__01";"CA_Grey_Deborah_1952";"13mar1989";"01jun1997";"CA_NT-HC_1988;CA_NT-HC_1994"
